Rank,Player Name,Position,Age,Games,Games Started,Passing Completions,Passing Attempts,Passing Yards,Passing Touchdowns,Passing Interceptions,Rushing Attempts,Rushing Yards,Rushing Y/A,Rushing Touchdowns,Receiving Targets,Receiving Receptions,Receiving Yards,Receiving Y/R,Receiving TD,Fumbles,Fumbles Lost,Fantasy Points,Fantasy PPR,Fantasy VBD,Fantasy Position Rank,Fantasy Overall Rank,additional
421,Alex Erickson,WR,24,16,0,0,0,0,0,0,0,0,,0,8,6,71,11.83,0,3,0,7,13.1,,162,,EricAl01
422,Jerome Felton,RB,30,15,4,0,0,0,0,0,8,13,1.63,0,9,6,57,9.50,0,0,0,7,13.0,,124,,FeltJe00
423,Maurice Harris,WR,24,10,0,0,0,0,0,0,0,0,,0,12,8,66,8.25,0,1,0,7,14.6,,166,,HarrMa05
424,EJ Manuel,QB,26,6,1,11,26,131,0,0,8,22,2.75,0,0,0,0,,0,2,1,7,7.4,,56,,ManuEJ00
425,Byron Marshall,RB,22,3,0,0,0,0,0,0,19,64,3.37,0,5,3,10,3.33,0,0,0,7,10.4,,123,,MarsBy01
426,Keith Mumphery,WR,24,11,3,0,0,0,0,0,0,0,,0,12,10,69,6.90,0,0,0,7,16.9,,163,,MumpKe00
427,Geoff Swaim,TE,23,9,6,0,0,0,0,0,0,0,,0,8,6,69,11.50,0,0,0,7,12.9,,80,,SwaiGe00
428,Keenan Allen,WR,24,1,1,0,0,0,0,0,0,0,,0,7,6,63,10.50,0,0,0,6,12.3,,169,,AlleKe00
429,Jace Amaro,TE,24,3,0,0,0,0,0,0,0,0,,0,4,3,59,19.67,0,0,0,6,8.9,,84,,AmarJa00
430,Brandon Bostick,TE,27,16,7,0,0,0,0,0,0,0,,0,11,8,63,7.88,0,0,0,6,14.3,,81,,BostBr00
431,Connor Cook,QB,23,1,0,14,21,150,1,1,0,0,,0,0,0,0,,0,2,1,6,6.0,,57,,CookCo00
432,Trevor Davis,WR,23,11,0,0,0,0,0,0,0,0,,0,7,3,24,8.00,1,2,1,6,9.4,,167,,DaviTr03
433,Johnny Holton,WR,26,15,0,0,0,0,0,0,6,43,7.17,0,3,2,34,17.00,0,1,1,6,7.7,,171,,HoltJo00
434,Adrian Peterson,RB,31,3,3,0,0,0,0,0,37,72,1.95,0,6,3,8,2.67,0,1,1,6,9.0,,126,,PeteAd01
435,Phillip Supernaw,TE,26,15,2,0,0,0,0,0,0,0,,0,5,4,62,15.50,0,0,0,6,10.2,,82,,SupePh00
436,De'Anthony Thomas,WR,23,12,0,0,0,0,0,0,4,29,7.25,0,9,7,35,5.00,0,0,0,6,13.4,,168,,ThomDe05
437,D.J. Tialavea,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,1,1.00,1,0,0,6,7.1,,83,,TialD.00
438,Nick Williams,WR,26,2,0,0,0,0,0,0,0,0,,0,7,5,59,11.80,0,0,0,6,10.9,,170,,WillNi02
439,Javorius Allen,RB,25,8,0,0,0,0,0,0,9,34,3.78,0,4,3,15,5.00,0,0,0,5,7.9,,128,,AlleJa01
440,Knile Davis,RB,25,11,0,0,0,0,0,0,18,28,1.56,0,7,5,25,5.00,0,0,0,5,10.3,,127,,DaviKn00
441,Dwayne Harris*,WR,29,16,1,0,0,0,0,0,0,0,,0,1,1,13,13.00,1,3,1,5,6.3,,172,,HarrDw00
442,Tavarres King,WR,26,7,0,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,0,0,5,7.0,,173,,KingTa00
443,Ifeanyi Momah,WR,27,5,1,0,0,0,0,0,0,0,,0,4,2,50,25.00,0,0,0,5,7.0,,174,,MomaIf00
444,Troymaine Pope,RB,23,4,0,0,0,0,0,0,12,44,3.67,0,2,1,5,5.00,0,0,0,5,5.9,,129,,PopeTr00
445,Tony Romo,QB,36,1,0,3,4,29,1,0,0,0,,0,0,0,0,,0,0,0,5,5.2,,58,,RomoTo00
446,Brandon Wilds,RB,23,4,0,0,0,0,0,0,10,27,2.70,0,2,2,20,10.00,0,0,0,5,6.7,,130,,WildBr01
447,Nick Boyle,TE,23,6,0,0,0,0,0,0,0,0,,0,6,6,44,7.33,0,0,0,4,10.4,,85,,BoylNi00
448,Ben Braunecker,TE,22,13,2,0,0,0,0,0,0,0,,0,6,4,41,10.25,0,0,0,4,8.1,,86,,BrauBe00
449,Quan Bray,WR,23,6,0,0,0,0,0,0,1,7,7.00,0,4,3,36,12.00,0,0,0,4,7.3,,175,,BrayQu00
450,Jakeem Grant,WR,24,16,0,0,0,0,0,0,1,1,1.00,0,1,0,0,,0,4,1,4,4.1,,176,,GranJa00
451,Mike James,RB,25,4,0,0,0,0,0,0,4,19,4.75,0,4,4,22,5.50,0,0,0,4,8.1,,132,,JameMi00
452,Taiwan Jones,RB,28,13,0,0,0,0,0,0,1,-8,-8.00,0,4,4,43,10.75,0,0,0,4,7.5,,133,,JoneTa00
453,Daniel Lasco,RB,24,7,0,0,0,0,0,0,11,32,2.91,0,4,2,11,5.50,0,0,0,4,6.3,,131,,LascDa00
454,Bradley Marquez,WR,24,14,0,0,0,0,0,0,1,2,2.00,0,7,3,37,12.33,0,0,0,4,6.9,,177,,MarqBr00
455,Dexter McCluster,WR,27,6,0,0,0,0,0,0,3,2,0.67,0,11,7,36,5.14,0,0,0,4,10.8,,178,,McClDe00
456,Justin Perillo,TE,25,9,1,0,0,0,0,0,0,0,,0,5,4,35,8.75,0,0,0,4,7.5,,88,,PeriJu00
457,Brandon Williams,TE,29,16,1,0,0,0,0,0,0,0,,0,3,2,36,18.00,0,0,0,4,5.6,,87,,WillBr04
458,D.J. Foster,RB,23,3,0,0,0,0,0,0,7,24,3.43,0,2,1,2,2.00,0,0,0,3,3.6,,137,,FostD.01
459,Don Jackson,RB,23,3,1,0,0,0,0,0,10,32,3.20,0,1,0,0,,0,0,0,3,3.2,,134,,JackDo01
460,Malcolm Johnson,RB,24,7,1,0,0,0,0,0,1,2,2.00,0,7,5,44,8.80,0,1,1,3,7.6,,138,,JohnMa06
461,Sean McGrath,TE,29,16,5,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,0,0,3,4.5,,91,,McGrSe00
462,Niles Paul,WR,27,8,1,0,0,0,0,0,0,0,,0,2,2,27,13.50,0,0,0,3,4.7,,179,,PaulNi00
463,Isaiah Pead,RB,27,3,0,0,0,0,0,0,8,22,2.75,0,1,1,6,6.00,0,0,0,3,3.8,,135,,PeadIs00
464,Lee Smith,TE,29,4,4,0,0,0,0,0,0,0,,0,6,6,29,4.83,0,0,0,3,8.9,,90,,SmitLe00
465,Nick Vannett,TE,23,9,2,0,0,0,0,0,0,0,,0,4,3,32,10.67,0,0,0,3,6.2,,89,,VannNi00
466,Danny Vitale,RB,23,9,3,0,0,0,0,0,0,0,,0,5,4,27,6.75,0,0,0,3,6.7,,136,,VitaDa00
467,Antonio Andrews,RB,24,16,0,0,0,0,0,0,2,15,7.50,0,0,0,0,,0,0,0,2,1.5,,141,,AndrAn00
468,Brenton Bersin,WR,26,10,0,0,0,0,0,0,0,0,,0,6,2,17,8.50,0,0,0,2,3.7,,186,,BersBr00
469,Brandon Bolden,RB,26,14,0,0,0,0,0,0,1,4,4.00,0,4,2,15,7.50,0,0,0,2,3.9,,139,,BoldBr00
470,Damiere Byrd,WR,23,1,0,0,0,0,0,0,0,0,,0,1,1,16,16.00,0,0,0,2,2.6,,189,,ByrdDa00
471,James Develin,TE,28,16,4,0,0,0,0,0,0,0,,0,6,3,18,6.00,0,0,0,2,4.8,,94,,DeveJa00
472,Jalston Fowler,RB,26,16,6,0,0,0,0,0,1,3,3.00,0,2,1,14,14.00,0,0,0,2,2.7,,140,,FowlJa00
473,Clay Harbor,TE,29,15,2,0,0,0,0,0,0,0,,0,3,3,19,6.33,0,0,0,2,4.9,,93,,HarbCl00
474,Percy Harvin,WR,28,2,1,0,0,0,0,0,1,11,11.00,0,4,2,6,3.00,0,0,0,2,3.7,,187,,HarvPe00
475,Cardale Jones,QB,24,1,0,6,11,96,0,1,1,-1,-1.00,0,0,0,0,,0,0,0,2,1.7,,59,,JoneCa01
476,Zach Line,RB,26,15,4,0,0,0,0,0,7,15,2.14,0,3,0,0,,0,0,0,2,1.5,,142,,LineZa01
477,Marc Mariani,WR,29,16,0,0,0,0,0,0,1,15,15.00,0,0,0,0,,0,1,0,2,1.5,,190,,MariMa00
478,Matt McGloin,QB,27,3,1,8,15,50,0,0,3,-3,-1.00,0,0,0,0,,0,0,0,2,1.7,,60,,McGlMa01
479,J.D. McKissic,WR,23,1,0,0,0,0,0,0,1,2,2.00,0,2,2,16,8.00,0,0,0,2,3.8,,185,,McKiJ.00
480,Logan Paulsen,TE,29,16,12,0,0,0,0,0,0,0,,0,10,3,15,5.00,0,0,0,2,4.5,,96,,PaulLo00
481,Cedric Peerman,RB,30,6,0,0,0,0,0,0,6,15,2.50,0,1,0,0,,0,0,0,2,1.5,,143,,PeerCe00
482,Jay Prosch,RB,24,15,1,0,0,0,0,0,4,9,2.25,0,1,1,6,6.00,0,0,0,2,2.5,,144,,ProsJa00
483,DeAndre Smelter,WR,25,2,0,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,0,2,3.3,,181,,SmelDe00
484,Devin Smith,WR,24,4,0,0,0,0,0,0,0,0,,0,3,1,20,20.00,0,0,0,2,3.0,,183,,SmitDe04
485,Luke Stocker,TE,28,12,10,0,0,0,0,0,0,0,,0,8,5,23,4.60,0,0,0,2,7.3,,92,,StocLu00
486,Devin Street,WR,25,5,0,0,0,0,0,0,0,0,,0,6,1,20,20.00,0,0,0,2,3.0,,184,,StreDe00
487,Mike Thomas,WR,22,15,0,0,0,0,0,0,0,0,,0,9,3,37,12.33,0,1,1,2,4.7,,188,,ThomMi04
488,Ross Travis,TE,23,6,3,0,0,0,0,0,0,0,,0,6,3,15,5.00,0,0,0,2,4.5,,97,,TravRo00
489,Laquon Treadwell,WR,21,9,1,0,0,0,0,0,0,0,,0,3,1,15,15.00,0,0,0,2,2.5,,191,,TreaLa00
490,Griff Whalen,WR,26,8,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,0,0,2,4.2,,182,,WhalGr00
491,Cole Wick,TE,23,6,0,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,0,2,3.8,,95,,WickCo00
492,Shane Wynn,WR,24,5,0,0,0,0,0,0,2,5,2.50,0,3,1,19,19.00,0,0,0,2,3.4,,180,,WynnSh00
493,Jared Abbrederis,WR,26,5,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,0,1,1.8,,195,,AbbrJa00
494,Joe Banyard,RB,28,1,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,1,0.7,,151,,BanyJo00
495,Jeremy Butler,WR,25,4,0,0,0,0,0,0,0,0,,0,2,2,11,5.50,0,0,0,1,3.1,,193,,ButlJe01
496,Derek Carrier,TE,26,8,0,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,0,1,3.0,,104,,CarrDe00
497,Gerald Christian,TE,25,3,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,0,1,2.4,,98,,ChriGe00
498,Chase Daniel,QB,30,1,0,1,1,16,0,0,0,0,,0,0,0,0,,0,0,0,1,0.6,,62,,DaniCh00
499,Alex Ellis,TE,23,6,3,0,0,0,0,0,0,0,,0,4,3,11,3.67,0,0,0,1,4.1,,103,,ElliAl01
500,David Fales,QB,26,1,0,2,5,22,0,0,1,0,0.00,0,0,0,0,,0,1,0,1,0.9,,61,,FaleDa00
501,George Farmer,RB,23,2,0,0,0,0,0,0,1,1,1.00,0,3,1,4,4.00,0,0,0,1,1.5,,155,,FarmGe02
502,Rashad Greene,WR,24,8,0,0,0,0,0,0,0,0,,0,8,5,32,6.40,0,4,1,1,6.2,,192,,GreeRa00
503,Je'Ron Hamm,TE,24,5,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,0,1,3.3,,99,,HammJe01
504,Ryan Hewitt,TE,25,16,11,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,0,1,3.3,,100,,HewiRy00
505,Bronson Hill,RB,23,3,0,0,0,0,0,0,2,11,5.50,0,1,0,0,,0,0,0,1,1.1,,147,,HillBr01
506,Henry Krieger-Coble,TE,24,2,0,0,0,0,0,0,0,0,,0,1,1,13,13.00,0,0,0,1,2.3,,101,,KrieHe00
507,Paul Lasike,RB,26,10,3,0,0,0,0,0,3,8,2.67,0,1,1,3,3.00,0,0,0,1,2.1,,148,,LasiPa00
508,Terrence Magee,RB,23,2,0,0,0,0,0,0,3,12,4.00,0,0,0,0,,0,0,0,1,1.2,,145,,MageTe00
509,Chris Manhertz,TE,24,7,2,0,0,0,0,0,0,0,,0,1,1,10,10.00,0,0,0,1,2.0,,105,,ManhCh00
510,Paul McRoberts,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,0,1,1.6,,197,,McRoPa00
511,Raheem Mostert,RB,24,3,0,0,0,0,0,0,1,6,6.00,0,0,0,0,,0,0,0,1,0.6,,154,,MostRa00
512,Matthew Mulligan,TE,31,8,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,1,1.8,,106,,MullMa00
513,Roosevelt Nix,RB,24,10,2,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,0,0,1,2.5,,156,,NixxRo01
514,MyCole Pruitt,TE,24,4,0,0,0,0,0,0,0,0,,0,2,2,13,6.50,0,0,0,1,3.3,,102,,PruiMy00
515,Daryl Richardson,RB,26,3,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,0,1,0.7,,152,,RichDa00
516,Stevan Ridley,RB,27,1,0,0,0,0,0,0,3,7,2.33,0,0,0,0,,0,0,0,1,0.7,,153,,RidlSt00
517,Rashad Ross,WR,26,5,0,0,0,0,0,0,0,0,,0,1,1,8,8.00,0,0,0,1,1.8,,196,,RossRa00
518,Anthony Sherman,RB,28,16,3,0,0,0,0,0,0,0,,0,6,4,11,2.75,0,0,0,1,5.1,,149,,SherAn00
519,Lorenzo Taliaferro,RB,25,3,0,0,0,0,0,0,1,0,0.00,0,3,3,10,3.33,0,0,0,1,4.0,,150,,TaliLo00
520,Stepfan Taylor,RB,25,15,0,0,0,0,0,0,4,12,3.00,0,0,0,0,,0,0,0,1,1.2,,146,,TaylSt00
521,Tony Washington,WR,24,2,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,0,1,1.9,,194,,WashTo00
522,Mario Alford,,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,200,,AlfoMa00
523,Joique Bell,RB,30,7,0,0,0,0,0,0,3,6,2.00,0,1,1,-2,-2.00,0,0,0,,1.4,,157,,BellJo01
524,Braedon Bowman,,22,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,109,,BowmBr00
525,Daniel Braverman,,23,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,,,,201,,BravDa00
526,Brandon Burks,RB,23,1,0,0,0,0,0,0,2,-4,-2.00,0,0,0,0,,0,0,0,,-0.4,,164,,BurkBr00
527,Isaiah Burse,,25,9,1,0,0,0,0,0,0,0,,0,4,0,0,,0,0,0,,,,202,,BursIs01
528,Michael Burton,,24,15,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,1,,BurtMi00
529,Orson Charles,,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,110,,CharOr00
530,Kellen Clemens,QB,33,12,0,0,1,0,0,0,2,-1,-0.50,0,0,0,0,,0,0,0,,-0.1,,66,,ClemKe00
531,Asante Cleveland,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,111,,ClevAs00
532,Chase Coffman,,30,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,112,,CoffCh00
533,Geremy Davis,,24,3,0,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,,,,203,,DaviGe00
534,Kellen Davis,,31,8,7,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,,,,113,,DaviKe01
535,Jim Dray,,30,6,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,114,,DrayJi00
536,Thomas Duarte,,21,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,204,,DuarTh00
537,Donteea Dye,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,205,,DyexDo00
538,Isaac Fruechte,,25,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,206,,FrueIs00
539,Aaron Green,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,161,,GreeAa01
540,Glenn Gronkowski,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,2,,GronGl01
541,Russell Hansbrough,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,162,,HansRu00
542,Cory Harkey,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,116,,HarkCo00
543,Clark Harris,,32,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,117,,HarrCl20
544,Temarrick Hemingway,,23,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,118,,HemiTe00
545,Chad Henne,QB,31,1,0,0,0,0,0,0,1,-2,-2.00,0,0,0,0,,0,0,0,,-0.2,,67,,HennCh01
546,Julian Howsare,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,3,,HowsJu00
547,Joe Kerridge,RB,24,8,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,0,,,,163,,KerrJo00
548,Jake Lampman,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,207,,LampJa00
549,Khari Lee,,24,8,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,119,,LeexKh00
550,Dezmin Lewis,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,208,,LewiDe02
551,Tony Lippett,,24,16,13,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,209,,LippTo00
552,Vince Mayle,,25,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,210,,MaylVi00
553,Tre McBride,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,211,,McBrTr00
554,A.J. McCarron,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,64,,McCaA.00
555,David Morgan,TE,23,12,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,,1.4,,107,,MorgDa01
556,Marcus Murphy,RB,25,3,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,0,,1.3,,159,,MurpMa03
557,Troy Niklas,TE,24,3,2,0,0,0,0,0,0,0,,0,2,1,0,0.00,0,0,0,,1.0,,120,,NiklTr00
558,James O'Shaughnessy,TE,24,16,3,0,0,0,0,0,0,0,,0,3,2,-1,-0.50,0,0,0,,1.9,,127,,O'ShJa00
559,Ryan O'Malley,,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,121,,OMalRy00
560,Jordan Payton,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,,1.3,,198,,PaytJo00
561,Demarcus Robinson,,22,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,212,,RobiDe01
562,Khiry Robinson,RB,27,1,0,0,0,0,0,0,8,22,2.75,0,0,0,0,,0,1,1,,0.2,,160,,RobiKh00
563,Mark Sanchez,QB,30,2,0,10,18,93,0,2,4,-2,-0.50,0,0,0,0,,0,0,0,,-0.5,,68,,SancMa00
564,Matt Schaub,QB,35,4,0,1,3,16,0,0,2,-2,-1.00,0,0,0,0,,0,0,0,,0.4,,63,,SchaMa00
565,Rashawn Scott,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,213,,ScotRa01
566,Scott Simonson,,24,5,1,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,122,,SimoSc00
567,Rod Smith,RB,24,7,0,0,0,0,0,0,0,0,,0,1,1,4,4.00,0,0,0,,1.4,,158,,SmitRo06
568,Tevaun Smith,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,214,,SmitTe03
569,Nate Solder,,28,15,15,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,123,,SoldNa00
570,Randall Telfer,TE,24,14,5,0,0,0,0,0,0,0,,0,7,2,4,2.00,0,0,0,,2.4,,108,,TelfRa00
571,Eric Tomlinson,,24,7,5,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,124,,TomlEr01
572,Hakeem Valles,,24,11,1,0,0,0,0,0,0,0,,0,2,0,0,,0,,0,,,,125,,VallHa00
573,Joe Webb,WR,30,14,0,0,0,0,0,0,0,0,,0,3,1,3,3.00,0,0,0,,1.3,,199,,WebbJo00
574,Eric Weems,,31,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,215,,WeemEr00
575,Kasen Williams,,24,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,0,,,,216,,WillKa02
576,Maxx Williams,,22,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,,,126,,WillMa04
577,T.J. Yates,,29,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,,,,65,,YateT.00
578,Bralon Addison,RB,23,2,0,0,0,0,0,0,1,4,4.00,0,1,1,11,11.00,0,1,1,-1,0.5,,165,,AddiBr01
579,Sean Mannion,QB,24,1,0,3,6,19,0,1,1,-1,-1.00,0,0,0,0,,0,1,0,-1,-1.3,,69,,MannSe00
580,Tyler Ervin,RB,23,12,0,0,0,0,0,0,1,3,3.00,0,5,3,18,6.00,0,3,2,-2,1.1,,166,,ErviTy00
581,Brett Hundley,QB,23,4,0,2,10,17,0,1,3,-2,-0.67,0,0,0,0,,0,1,0,-2,-1.5,,70,,HundBr00
582,Keshawn Martin,,26,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,-2,-2.0,,218,,MartKe01
583,Kalif Raymond,,22,4,0,0,0,0,0,0,0,0,,0,2,0,0,,0,2,1,-2,-2.0,,219,,RaymKa00
584,Matthew Slater*+,WR,31,13,0,0,0,0,0,0,1,5,5.00,0,1,0,0,,0,2,1,-2,-1.5,,217,,SlatMa00